bond,Atom1,Atom2,confident_prediction,Rcov_sum,delta,R0_estimated,R0_empirical,B
Pr_Ga,Pr,Ga,0,3.25,0.4949575191779306,2.755042480822069,,
Th_As,Th,As,0,3.25,0.4458594655254465,2.804140534474553,2.8,0.37
Zr_At,Zr,At,1,3.25,0.4706226097428399,2.77937739025716,,
Zr_Rn,Zr,Rn,0,3.25,0.4627851933783944,2.787214806621606,,
Am_Ag,Am,Ag,0,3.25,0.3209620954174041,2.929037904582596,,
Yb_Te,Yb,Te,1,3.25,0.4948026155630448,2.755197384436955,2.76,0.37
Lu_Te,Lu,Te,1,3.25,0.4978220925422657,2.752177907457734,2.75,0.37
Pu_Te,Pu,Te,0,3.25,0.4036162645067584,2.846383735493242,,
Er_Pt,Er,Pt,0,3.25,0.4859885529698492,2.764011447030151,,
Er_Au,Er,Au,0,3.25,0.5161731460159354,2.733826853984064,,
Hf_At,Hf,At,1,3.25,0.4674119477551272,2.782588052244873,,
Hf_Rn,Hf,Rn,0,3.25,0.4577911629021932,2.792208837097807,,
Am_Tl,Am,Tl,0,3.25,0.3731716189528248,2.876828381047175,,
Li_Sm,Li,Sm,0,3.26,0.351733077652948,2.908266922347052,,
Li_Eu,Li,Eu,0,3.26,0.3509459172878236,2.909054082712176,,
Fr_O,Fr,O,1,3.26,0.6426607807774939,2.617339219222506,,
Na_Ti,Na,Ti,0,3.26,0.4088812784416411,2.851118721558359,,
Ba_Si,Ba,Si,1,3.26,0.4096173397456578,2.850382660254342,,
Ac_Si,Ac,Si,0,3.26,0.4442960470749976,2.815703952925002,,
Ra_S,Ra,S,1,3.26,0.4676192850160668,2.792380714983933,,
Rb_Ar,Rb,Ar,0,3.26,0.5987124956162831,2.661287504383717,,
Ca_Mn,Ca,Mn,0,3.26,0.3730325812716749,2.886967418728325,,
Ca_At,Ca,At,1,3.26,0.4494040641792381,2.810595935820762,,
Ca_Rn,Ca,Rn,0,3.26,0.4333319590701883,2.826668040929811,,
Yb_Cr,Yb,Cr,0,3.26,0.4777334488800111,2.782266551119989,,
Lu_Cr,Lu,Cr,0,3.26,0.4697189407410249,2.790281059258975,,
Pu_Cr,Pu,Cr,0,3.26,0.3988815396612498,2.86111846033875,,
Tb_Cu,Tb,Cu,0,3.26,0.502370996136382,2.757629003863618,,
Ce_Zn,Ce,Zn,0,3.26,0.4781303280573573,2.781869671942642,,
Ce_Ga,Ce,Ga,0,3.26,0.487565155386133,2.772434844613867,,
Th_Ge,Th,Ge,0,3.26,0.4459833888704554,2.814016611129544,,
La_As,La,As,1,3.26,0.4566946538120104,2.803305346187989,2.8,0.37
Th_Se,Th,Se,1,3.26,0.4955053578983402,2.76449464210166,2.76,0.37
Th_Br,Th,Br,1,3.26,0.538098675816359,2.721901324183641,2.71,0.37
Y_Pt,Y,Pt,0,3.26,0.4530205700447759,2.806979429955224,,
Y_Au,Y,Au,0,3.26,0.4826169016085384,2.777383098391462,,
Zr_Re,Zr,Re,0,3.26,0.4139173993510172,2.846082600648983,,
Nb_W,Nb,W,0,3.26,0.3432216346213786,2.916778365378621,,
Am_Ru,Am,Ru,0,3.26,0.3362210538624537,2.923778946137546,,
Yb_Pd,Yb,Pd,0,3.26,0.5817393072012709,2.678260692798729,,
Lu_Pd,Lu,Pd,0,3.26,0.5784753772910165,2.681524622708984,,
Pu_Pd,Pu,Pd,0,3.26,0.4957695150272732,2.764230484972726,,
Yb_Sn,Yb,Sn,0,3.26,0.5292971885367262,2.730702811463273,,
Lu_Sn,Lu,Sn,0,3.26,0.5238848680147031,2.736115131985297,,
Pu_Sn,Pu,Sn,0,3.26,0.4500731502385636,2.809926849761436,,
Yb_Sb,Yb,Sb,1,3.26,0.5200699425431375,2.739930057456862,,
Lu_Sb,Lu,Sb,1,3.26,0.5176462609057312,2.742353739094268,,
Pu_Sb,Pu,Sb,0,3.26,0.4395964395555594,2.82040356044444,,
Yb_I,Yb,I,1,3.26,0.5429093715234449,2.717090628476555,2.72,0.37
Lu_I,Lu,I,1,3.26,0.5389620649640793,2.721037935035921,2.73,0.37
Pu_I,Pu,I,1,3.26,0.4474564910031477,2.812543508996852,,
Tb_Hg,Tb,Hg,0,3.26,0.51379911051561,2.74620088948439,,
Tm_Pt,Tm,Pt,0,3.26,0.4991867508127369,2.760813249187263,,
Tm_Au,Tm,Au,0,3.26,0.5293713438588231,2.730628656141177,,
Hf_Re,Hf,Re,0,3.26,0.4104953989449188,2.849504601055081,,
Np_Pt,Np,Pt,0,3.26,0.4280000115856251,2.831999988414375,,
Np_Au,Np,Au,0,3.26,0.4544777722074353,2.805522227792564,,
Am_Pb,Am,Pb,0,3.26,0.3790487816274624,2.880951218372537,,
Li_Pm,Li,Pm,0,3.27,0.351733077652948,2.918266922347052,,
Th_Al,Th,Al,0,3.27,0.4309932862655207,2.839006713734479,,
Rb_P,Rb,P,1,3.27,0.4873291453101364,2.782670854689864,2.76,0.37
Ra_Ar,Ra,Ar,0,3.27,0.5233399651494767,2.746660034850523,,
K_Ni,K,Ni,0,3.27,0.41543498003157,2.85456501996843,,
Ca_Re,Ca,Re,0,3.27,0.3893668005292465,2.880633199470754,,
Er_Co,Er,Co,0,3.27,0.4602597364357194,2.80974026356428,,
Pr_Ni,Pr,Ni,0,3.27,0.4550830147369131,2.814916985263086,,
Sr_Cu,Sr,Cu,0,3.27,0.4411008687502105,2.82889913124979,,
La_Ge,La,Ge,1,3.27,0.4553756834808417,2.814624316519158,,
La_Se,La,Se,1,3.27,0.5076690836582056,2.762330916341794,2.74,0.37
La_Br,La,Br,1,3.27,0.5544123008490818,2.715587699150918,2.72,0.37
Sr_Hg,Sr,Hg,0,3.27,0.4574081874339327,2.812591812566067,,
Am_Tc,Am,Tc,0,3.27,0.3643838297133782,2.905616170286622,,
Er_Te,Er,Te,1,3.27,0.4849871075567095,2.78501289244329,2.78,0.37
Yb_Xe,Yb,Xe,0,3.27,0.5476789443677185,2.722321055632281,,
Lu_Xe,Lu,Xe,0,3.27,0.5445980324331111,2.725401967566889,,
Pu_Xe,Pu,Xe,0,3.27,0.4506356623963339,2.819364337603666,,
Yb_Po,Yb,Po,1,3.27,0.5085626416870122,2.761437358312988,,
Lu_Po,Lu,Po,1,3.27,0.5095003258817827,2.760499674118218,,
Pu_Po,Pu,Po,0,3.27,0.4228816060026701,2.84711839399733,,
Li_Pa,Li,Pa,0,3.28,0.3536229083943211,2.926377091605679,,
Cs_B,Cs,B,1,3.28,0.4982688157255796,2.78173118427442,,
Na_W,Na,W,0,3.28,0.4105701989758728,2.869429801024127,,
Yb_Mg,Yb,Mg,0,3.28,0.4603008345678682,2.819699165432132,,
Lu_Mg,Lu,Mg,0,3.28,0.4522868366054441,2.827713163394556,,
Pu_Mg,Pu,Mg,0,3.28,0.3805331691176195,2.899466830882381,,
La_Al,La,Al,0,3.28,0.4395191354605487,2.840480864539451,,
Ra_P,Ra,P,1,3.28,0.4032748520438008,2.8767251479562,,
Bk_Ti,Bk,Ti,0,3.28,0.294655720364583,2.985344279635417,,
Cf_Ti,Cf,Ti,0,3.28,0.291647008536463,2.988352991463537,,
Zr_V,Zr,V,0,3.28,0.3956186303840785,2.884381369615922,,
Hf_V,Hf,V,0,3.28,0.3971113308831925,2.882888669116808,,
Er_Cr,Er,Cr,0,3.28,0.4640927306483159,2.815907269351684,,
Y_Co,Y,Co,0,3.28,0.4233446982229582,2.856655301777042,,
Tm_Co,Tm,Co,0,3.28,0.4731136847087778,2.806886315291222,,
Np_Co,Np,Co,0,3.28,0.3880337602021293,2.89196623979787,,
Ce_Ni,Ce,Ni,0,3.28,0.4499157902997347,2.830084209700265,,
Gd_Cu,Gd,Cu,0,3.28,0.5100435442818844,2.769956455718116,,
U_Cu,U,Cu,0,3.28,0.4671902085782271,2.812809791421773,,
Th_Zn,Th,Zn,0,3.28,0.4684027645612052,2.811597235438795,,
Th_Ga,Th,Ga,0,3.28,0.4819104978485917,2.798089502151409,,
Y_Te,Y,Te,1,3.28,0.4611261995484335,2.818873800451566,2.8,0.37
Nb_Nb,Nb,Nb,0,3.28,0.3448953012021518,2.935104698797848,,
Er_Pd,Er,Pd,0,3.28,0.5654878273087949,2.714512172691205,,
Er_Sn,Er,Sn,0,3.28,0.5160848743715847,2.763915125628415,,
Er_Sb,Er,Sb,1,3.28,0.5069169823542741,2.773083017645726,,
Tm_Te,Tm,Te,1,3.28,0.5048221773262074,2.775177822673792,2.77,0.37
Np_Te,Np,Te,0,3.28,0.4223902243676804,2.857609775632319,,
Er_I,Er,I,1,3.28,0.5275518623600632,2.752448137639937,2.75,0.37
Gd_Hg,Gd,Hg,0,3.28,0.5161711779799154,2.763828822020085,,
Dy_Pt,Dy,Pt,0,3.28,0.4908039565988098,2.789196043401191,,
Dy_Au,Dy,Au,0,3.28,0.520988549644896,2.759011450355104,,
Ho_Pt,Ho,Pt,0,3.28,0.4926095206440163,2.787390479355984,,
Ho_Au,Ho,Au,0,3.28,0.5227941136901025,2.757205886309898,,
Yb_Ir,Yb,Ir,0,3.28,0.5240786236882459,2.755921376311754,,
Lu_Ir,Lu,Ir,0,3.28,0.5165963075782566,2.763403692421744,,
Pu_Ir,Pu,Ir,0,3.28,0.4424155788540306,2.83758442114597,,
U_Hg,U,Hg,0,3.28,0.4802783230877673,2.799721676912233,,
Am_Bi,Am,Bi,0,3.28,0.3665747655765885,2.913425234423412,,
Li_Nd,Li,Nd,0,3.29,0.351733077652948,2.938266922347052,,
Ca_V,Ca,V,0,3.29,0.3764212164720326,2.913578783527968,,
Cm_Ti,Cm,Ti,0,3.29,0.201922203868786,3.088077796131214,,
Y_Cr,Y,Cr,0,3.29,0.4273768103343575,2.862623189665642,,
Tm_Cr,Tm,Cr,0,3.29,0.4752961004312394,2.814703899568761,,
Np_Cr,Np,Cr,0,3.29,0.4038443515855181,2.886155648414482,,
Yb_Fe,Yb,Fe,0,3.29,0.514654973027488,2.775345026972512,,
Lu_Fe,Lu,Fe,0,3.29,0.5053924291714659,2.784607570828534,,
Pu_Fe,Pu,Fe,0,3.29,0.4321909847146931,2.857809015285307,,
La_Zn,La,Zn,0,3.29,0.479725475282676,2.810274524717324,,
La_Ga,La,Ga,0,3.29,0.4904963250811775,2.799503674918823,,
Y_Pd,Y,Pd,0,3.29,0.5445453139570353,2.745454686042965,,
Y_Sn,Y,Sn,0,3.29,0.4836383403897541,2.806361659610246,,
Y_Sb,Y,Sb,1,3.29,0.4751331108863235,2.814866889113676,,
Y_I,Y,I,1,3.29,0.5013445398727322,2.788655460127268,2.77,0.37
Zr_Mo,Zr,Mo,0,3.29,0.4100707323760858,2.879929267623914,,
Hf_Mo,Hf,Mo,0,3.29,0.4066487319699874,2.883351268030013,,
Yb_Rh,Yb,Rh,0,3.29,0.4955684970917554,2.794431502908245,,
Lu_Rh,Lu,Rh,0,3.29,0.4893342166988019,2.800665783301198,,
Pu_Rh,Pu,Rh,0,3.29,0.4175175313515737,2.872482468648426,,
Tm_Pd,Tm,Pd,0,3.29,0.584423635910379,2.705576364089621,,
Np_Pd,Np,Pd,0,3.29,0.5114666009273713,2.778533399072629,,
Yb_In,Yb,In,0,3.29,0.5009516147100995,2.789048385289901,,
Lu_In,Lu,In,0,3.29,0.4943288111031999,2.7956711888968,,
Pu_In,Pu,In,0,3.29,0.4245488227320063,2.865451177267994,,
Tm_Sn,Tm,Sn,0,3.29,0.5318110045500375,2.758188995449963,,
Np_Sn,Np,Sn,0,3.29,0.4568322645679013,2.833167735432099,,
Tm_Sb,Tm,Sb,1,3.29,0.5255130434647873,2.764486956535213,,
Np_Sb,Np,Sb,0,3.29,0.4476643725505908,2.842335627449409,,
Tm_I,Tm,I,1,3.29,0.542739174566744,2.747260825433256,2.74,0.37
Np_I,Np,I,1,3.29,0.4614000025452802,2.82859999745472,,
Er_Xe,Er,Xe,0,3.29,0.5327789904911426,2.757221009508857,,
Er_Po,Er,Po,1,3.29,0.4987471336806768,2.791252866319323,,
Na_Nb,Na,Nb,0,3.3,0.410344000294133,2.889655999705867,,
Er_Mg,Er,Mg,0,3.3,0.4457443601046854,2.854255639895314,,
Ca_Mo,Ca,Mo,0,3.3,0.3855201335543151,2.914479866445685,,
Sc_Ti,Sc,Ti,0,3.3,0.4270183132592299,2.87298168674077,,
Ta_Ti,Ta,Ti,0,3.3,0.3726291972230945,2.927370802776905,,
Am_Mn,Am,Mn,0,3.3,0.3127710538986831,2.987228946101317,,
Dy_Co,Dy,Co,0,3.3,0.4686631280677703,2.831336871932229,,
Ho_Co,Ho,Co,0,3.3,0.4667682664542052,2.833231733545794,,
Th_Ni,Th,Ni,0,3.3,0.4404032056824067,2.859596794317593,,
Sm_Cu,Sm,Cu,0,3.3,0.4976504969773236,2.802349503022676,,
Eu_Cu,Eu,Cu,0,3.3,0.5033189293263334,2.796681070673666,,
Y_Xe,Y,Xe,0,3.3,0.5079576987332499,2.79204230126675,,
Y_Po,Y,Po,1,3.3,0.469954192620286,2.830045807379714,,
Dy_Te,Dy,Te,1,3.3,0.4922258688618759,2.807774131138124,2.8,0.37
Ho_Te,Ho,Te,1,3.3,0.5013780498881927,2.798621950111807,2.8,0.37
Tm_Xe,Tm,Xe,0,3.3,0.5485842612023365,2.751415738797663,,
Np_Xe,Np,Xe,0,3.3,0.4645337104896005,2.835466289510399,,
Sm_Hg,Sm,Hg,0,3.3,0.5105231836813722,2.789476816318627,,
Eu_Hg,Eu,Hg,0,3.3,0.5160801937991143,2.783919806200886,,
Tb_Pt,Tb,Pt,0,3.3,0.4825422621354993,2.8174577378645,,
Tb_Au,Tb,Au,0,3.3,0.5122924469284063,2.787707553071594,,
Er_Ir,Er,Ir,0,3.3,0.5105326587867933,2.789467341213206,,
Tm_Po,Tm,Po,1,3.3,0.5170623808923471,2.782937619107653,,
Bk_W,Bk,W,0,3.3,0.2926056697269881,3.007394330273012,,
Cf_W,Cf,W,0,3.3,0.2931578317413674,3.006842168258633,,
Np_Po,Np,Po,0,3.3,0.4349448303282948,2.865055169671705,,
Am_At,Am,At,1,3.3,0.3962320287959724,2.903767971204028,,
Am_Rn,Am,Rn,0,3.3,0.3733756687829021,2.926624331217098,,
K_Li,K,Li,0,3.31,0.3807306821978315,2.929269317802168,,
Li_Pr,Li,Pr,0,3.31,0.3509459172878236,2.959054082712176,,
Fr_N,Fr,N,1,3.31,0.5643724120665281,2.745627587933472,,
Y_Mg,Y,Mg,0,3.31,0.4099216229119446,2.900078377088055,,
Tm_Mg,Tm,Mg,0,3.31,0.456947729887609,2.853052270112391,,
Np_Mg,Np,Mg,0,3.31,0.3854959810418876,2.924504018958112,,
Rb_Si,Rb,Si,1,3.31,0.4713211663196737,2.838678833680327,,
Dy_Cr,Dy,Cr,0,3.31,0.46897236720944,2.841027632790559,,
Ho_Cr,Ho,Cr,0,3.31,0.4687188702625188,2.841281129737481,,
Er_Fe,Er,Fe,0,3.31,0.5011090081260354,2.808890991873964,,
La_Ni,La,Ni,0,3.31,0.449975901514218,2.860024098485781,,
Pm_Cu,Pm,Cu,0,3.31,0.4968158876490656,2.813184112350934,,
Ba_Kr,Ba,Kr,0,3.31,0.4913903874529261,2.818609612547073,,
Ac_Kr,Ac,Kr,0,3.31,0.5448882008542963,2.765111799145703,,
Sr_Pt,Sr,Pt,0,3.31,0.4215934060748291,2.888406593925171,,
Sr_Au,Sr,Au,0,3.31,0.4511897376385916,2.858810262361408,,
Y_Ir,Y,Ir,0,3.31,0.4762911485242741,2.833708851475726,,
Er_Rh,Er,Rh,0,3.31,0.4819277788600602,2.828072221139939,,
Dy_Pd,Dy,Pd,0,3.31,0.5713236742694854,2.738676325730514,,
Ho_Pd,Ho,Pd,0,3.31,0.5775940834943292,2.73240591650567,,
Yb_Cd,Yb,Cd,0,3.31,0.5030067156611675,2.806993284338833,,
Lu_Cd,Lu,Cd,0,3.31,0.5006334422053467,2.809366557794653,,
Pu_Cd,Pu,Cd,0,3.31,0.4102616658082713,2.899738334191729,,
Er_In,Er,In,0,3.31,0.487739300544958,2.822260699455041,,
Dy_Sn,Dy,Sn,0,3.31,0.5205712063790634,2.789428793620936,,
Ho_Sn,Ho,Sn,0,3.31,0.5264442574661934,2.783555742533806,,
Dy_Sb,Dy,Sb,1,3.31,0.5113439603854747,2.798656039614525,,
Ho_Sb,Ho,Sb,1,3.31,0.5202056503572214,2.789794349642778,,
Dy_I,Dy,I,1,3.31,0.5357256438781568,2.774274356121843,2.77,0.37
Ho_I,Ho,I,1,3.31,0.5384756003248453,2.771524399675154,2.77,0.37
Pm_Hg,Pm,Hg,0,3.31,0.5096885743531142,2.800311425646886,,
Tm_Ir,Tm,Ir,0,3.31,0.5237950895618444,2.786204910438155,,
Yb_Os,Yb,Os,0,3.31,0.4997548189896235,2.810245181010377,,
Lu_Os,Lu,Os,0,3.31,0.4922725028796342,2.817727497120366,,
Cm_W,Cm,W,0,3.31,0.2061347706757695,3.103865229324231,,
Am_Re,Am,Re,0,3.31,0.3421326225547664,2.967867377445234,,
Pu_Os,Pu,Os,0,3.31,0.4213641983265052,2.888635801673495,,
Np_Ir,Np,Ir,0,3.31,0.4489015179104567,2.861098482089543,,
Li_Ce,Li,Ce,0,3.32,0.3536229083943211,2.966377091605679,,
Na_Na,Na,Na,0,3.32,0.3897873987742008,2.930212601225799,,
Ra_Si,Ra,Si,1,3.32,0.4255854144768474,2.894414585523153,,
Sc_W,Sc,W,0,3.32,0.4278038385510333,2.892196161448967,,
Y_Fe,Y,Fe,0,3.32,0.4638048263297533,2.856195173670247,,
Tm_Fe,Tm,Fe,0,3.32,0.5123123779089589,2.807687622091041,,
Np_Fe,Np,Fe,0,3.32,0.4371537966389614,2.882846203361038,,
Tb_Co,Tb,Co,0,3.32,0.4587261590296868,2.861273840970313,,
Pa_Cu,Pa,Cu,0,3.32,0.4804727161374206,2.83952728386258,,
Y_Rh,Y,Rh,0,3.32,0.4482745300798647,2.871725469920135,,
Y_In,Y,In,0,3.32,0.4544032137524159,2.865596786247584,,
Bk_Nb,Bk,Nb,0,3.32,0.2985100117510049,3.021489988248995,,
Cf_Nb,Cf,Nb,0,3.32,0.2990621737653843,3.020937826234615,,
Tm_Rh,Tm,Rh,0,3.32,0.4951902096351114,2.824809790364888,,
Np_Rh,Np,Rh,0,3.32,0.4240034704079996,2.895996529592,,
Yb_Ag,Yb,Ag,0,3.32,0.484028285655599,2.835971714344401,,
Lu_Ag,Lu,Ag,0,3.32,0.4787533471455859,2.841246652854414,,
Pu_Ag,Pu,Ag,0,3.32,0.3929047790427108,2.927095220957289,,
Tm_In,Tm,In,0,3.32,0.5034654307234108,2.816534569276589,,
Np_In,Np,In,0,3.32,0.431307937061344,2.888692062938656,,
Tb_Te,Tb,Te,1,3.32,0.4976053720646543,2.822394627935346,2.82,0.37
Dy_Xe,Dy,Xe,0,3.32,0.5409527720092362,2.779047227990763,,
Ho_Xe,Ho,Xe,0,3.32,0.5439533621828946,2.776046637817105,,
Gd_Pt,Gd,Pt,0,3.32,0.4843841737614972,2.835615826238503,,
Gd_Au,Gd,Au,0,3.32,0.5161818344234399,2.80381816557656,,
Dy_Po,Dy,Po,1,3.32,0.5063979281492295,2.81360207185077,,
Ho_Po,Ho,Po,1,3.32,0.5136182534543323,2.806381746545668,,
Yb_Tl,Yb,Tl,0,3.32,0.5252717348923481,2.794728265107652,,
Lu_Tl,Lu,Tl,0,3.32,0.5186489312854485,2.801351068714552,,
Ta_W,Ta,W,0,3.32,0.3733620009800388,2.946637999019961,,
U_Pt,U,Pt,0,3.32,0.4522019328291194,2.867798067170881,,
U_Au,U,Au,0,3.32,0.4765534309208757,2.843446569079124,,
Pa_Hg,Pa,Hg,0,3.32,0.4833334064566656,2.836666593543335,,
Pu_Tl,Pu,Tl,0,3.32,0.4455965187431583,2.874403481256842,,
Fr_C,Fr,C,1,3.33,0.5404956708093268,2.789504329190673,,
Dy_Mg,Dy,Mg,0,3.33,0.4506239966658095,2.87937600333419,,
Ho_Mg,Ho,Mg,0,3.33,0.4503704997188884,2.879629500281112,,
Am_V,Am,V,0,3.33,0.3274007804274248,3.002599219572575,,
Tb_Cr,Tb,Cr,0,3.33,0.4575365860626287,2.872463413937371,,
Sr_Co,Sr,Co,0,3.33,0.3950432036346909,2.934956796365309,,
Nd_Cu,Nd,Cu,0,3.33,0.498486173064517,2.831513826935483,,
Sr_Te,Sr,Te,1,3.33,0.4350981383427839,2.894901861657216,2.87,0.37
Cm_Nb,Cm,Nb,0,3.33,0.211975521921238,3.118024478078762,,
Yb_Ru,Yb,Ru,0,3.33,0.4871570995407691,2.842842900459231,,
Lu_Ru,Lu,Ru,0,3.33,0.4809228191478156,2.849077180852185,,
Pu_Ru,Pu,Ru,0,3.33,0.4091061338005874,2.920893866199413,,
Tb_Pd,Tb,Pd,0,3.33,0.5680541947478583,2.761945805252142,,
Er_Cd,Er,Cd,0,3.33,0.4910055240968189,2.838994475903181,,
Tb_Sn,Tb,Sn,0,3.33,0.515773897543755,2.814226102456245,,
Tb_Sb,Tb,Sb,1,3.33,0.509535290434783,2.820464709565217,,
Tb_I,Tb,I,1,3.33,0.5315333442834657,2.798466655716534,2.8,0.37
Nd_Hg,Nd,Hg,0,3.33,0.5110583729637627,2.818941627036237,,
Dy_Ir,Dy,Ir,0,3.33,0.5154122953479174,2.814587704652083,,
Ho_Ir,Ho,Ir,0,3.33,0.5172178593931238,2.812782140606876,,
Er_Os,Er,Os,0,3.33,0.4862088540881709,2.843791145911829,,
Yb_Pb,Yb,Pb,0,3.33,0.5306977197159584,2.799302280284042,,
Lu_Pb,Lu,Pb,0,3.33,0.5252853991939354,2.804714600806065,,
Pu_Pb,Pu,Pb,0,3.33,0.4514736814177959,2.878526318582204,,
Li_Th,Li,Th,0,3.34,0.3536229083943211,2.986377091605679,,
Na_Bk,Na,Bk,0,3.34,0.4027845650341201,2.93721543496588,,
Na_Cf,Na,Cf,0,3.34,0.4042786432472005,2.935721356752799,,
Nb_Sc,Nb,Sc,0,3.34,0.3399086322709585,3.000091367729041,,
Sr_Cr,Sr,Cr,0,3.34,0.3979810537032067,2.942018946296793,,
Dy_Fe,Dy,Fe,0,3.34,0.5059886446871594,2.83401135531284,,
Ho_Fe,Ho,Fe,0,3.34,0.5057351477402383,2.834264852259762,,
Gd_Co,Gd,Co,0,3.34,0.4675681409359876,2.872431859064012,,
U_Co,U,Co,0,3.34,0.4258423965640943,2.914157603435906,,
Ba_As,Ba,As,1,3.34,0.3947939741837927,2.945206025816207,2.96,0.37
Ac_As,Ac,As,0,3.34,0.4514793465894205,2.88852065341058,,
Sr_Pd,Sr,Pd,0,3.34,0.5096832175180346,2.830316782481965,,
Sr_Sn,Sr,Sn,0,3.34,0.4552514838981738,2.884748516101826,,
Sr_Sb,Sr,Sb,1,3.34,0.448148546495745,2.891851453504255,,
Sr_I,Sr,I,1,3.34,0.471103208351625,2.868896791648375,2.88,0.37
Y_Cd,Y,Cd,0,3.34,0.4614956769946747,2.878504323005325,,
Y_Os,Y,Os,0,3.34,0.4521211970547961,2.887878802945204,,
Nb_Ta,Nb,Ta,0,3.34,0.3473806067954091,2.992619393204591,,
Am_Mo,Am,Mo,0,3.34,0.338285955579835,3.001714044420165,,
Yb_Tc,Yb,Tc,0,3.34,0.5193141548823619,2.820685845117638,,
Lu_Tc,Lu,Tc,0,3.34,0.5102498117446517,2.829750188255348,,
Pu_Tc,Pu,Tc,0,3.34,0.4360690830204256,2.903930916979574,,
Dy_Rh,Dy,Rh,0,3.34,0.4868074154211843,2.853192584578816,,
Ho_Rh,Ho,Rh,0,3.34,0.4886129794663908,2.851387020533609,,
Er_Ag,Er,Ag,0,3.34,0.4704136458634913,2.869586354136509,,
Tm_Cd,Tm,Cd,0,3.34,0.508595697719143,2.831404302280857,,
Np_Cd,Np,Cd,0,3.34,0.4190771702614827,2.920922829738517,,
Dy_In,Dy,In,0,3.34,0.4922256325524367,2.847774367447563,,
Ho_In,Ho,In,0,3.34,0.4968882005546902,2.843111799445309,,
Gd_Te,Gd,Te,1,3.34,0.502395523089517,2.837604476910483,2.84,0.37
U_Te,U,Te,0,3.34,0.4690281343233341,2.870971865676666,2.86,0.37
Tb_Xe,Tb,Xe,0,3.34,0.5371741414690789,2.802825858530921,,
Sm_Pt,Sm,Pt,0,3.34,0.4778217629764408,2.862178237023559,,
Sm_Au,Sm,Au,0,3.34,0.5075719477693478,2.832428052230652,,
Eu_Pt,Eu,Pt,0,3.34,0.4834901953254506,2.856509804674549,,
Eu_Au,Eu,Au,0,3.34,0.5132403801183576,2.826759619881642,,
Tb_Po,Tb,Po,1,3.34,0.5095039513448556,2.830496048655144,,
Er_Tl,Er,Tl,0,3.34,0.5120594207272066,2.827940579272793,,
Tm_Os,Tm,Os,0,3.34,0.4994712848632221,2.840528715136778,,
Np_Os,Np,Os,0,3.34,0.427850137382931,2.912149862617069,,
Li_La,Li,La,0,3.35,0.3536229083943211,2.996377091605678,,
Na_Cm,Na,Cm,0,3.35,0.439607452099256,2.910392547900744,,
Tb_Mg,Tb,Mg,0,3.35,0.4389816761943344,2.911018323805665,,
K_Cu,K,Cu,0,3.35,0.448677249429168,2.901322750570832,,
K_Hg,K,Hg,0,3.35,0.4802714819510677,2.869728518048932,,
Zr_Ti,Zr,Ti,0,3.35,0.403027752410551,2.946972247589449,,
Hf_Ti,Hf,Ti,0,3.35,0.404474989460799,2.945525010539201,,
Gd_Cr,Gd,Cr,0,3.35,0.4631616583390952,2.886838341660904,,
U_Cr,U,Cr,0,3.35,0.4277544852056242,2.922245514794375,,
Pr_Cu,Pr,Cu,0,3.35,0.5005094530053851,2.849490546994614,,
Ba_Ge,Ba,Ge,1,3.35,0.3984971486766402,2.951502851323359,,
Ac_Ge,Ac,Ge,0,3.35,0.4505908927725101,2.899409107227489,,
Ba_Se,Ba,Se,1,3.35,0.4505974669909116,2.899402533009088,2.88,0.37
Ac_Se,Ac,Se,1,3.35,0.5037190319460694,2.84628096805393,,
Ba_Br,Ba,Br,1,3.35,0.4926704774672414,2.857329522532758,2.88,0.37
Ac_Br,Ac,Br,1,3.35,0.5471835025459879,2.802816497454012,,
Sr_Xe,Sr,Xe,0,3.35,0.4772334602703458,2.872766539729654,,
Sr_Po,Sr,Po,1,3.35,0.4453160418663251,2.904683958133675,,
Y_Ag,Y,Ag,0,3.35,0.4365612791844928,2.913438720815507,,
Y_Tl,Y,Tl,0,3.35,0.47856948070552,2.87143051929448,,
Er_Ru,Er,Ru,0,3.35,0.4735163813090739,2.876483618690926,,
Gd_Pd,Gd,Pd,0,3.35,0.5771444775167942,2.772855522483205,,
U_Pd,U,Pd,0,3.35,0.5406763653567775,2.809323634643222,,
Tm_Ag,Tm,Ag,0,3.35,0.4853266551286773,2.864673344871322,,
Np_Ag,Np,Ag,0,3.35,0.4005117402406384,2.949488259759361,,
Gd_Sn,Gd,Sn,0,3.35,0.5207311378569335,2.829268862143066,,
U_Sn,U,Sn,0,3.35,0.480467640273162,2.869532359726838,,
Gd_Sb,Gd,Sb,1,3.35,0.5144331767716832,2.835566823228317,,
U_Sb,U,Sb,0,3.35,0.4724401245097719,2.877559875490228,,
Gd_I,Gd,I,1,3.35,0.5393749007173819,2.810625099282618,2.82,0.37
U_I,U,I,1,3.35,0.5019641589202224,2.848035841079777,2.84,0.37
Pr_Hg,Pr,Hg,0,3.35,0.5143447751988174,2.835655224801182,,
Pm_Pt,Pm,Pt,0,3.35,0.4771410068773272,2.872858993122673,,
Pm_Au,Pm,Au,0,3.35,0.5067373384410898,2.84326266155891,,
Tb_Ir,Tb,Ir,0,3.35,0.5067161926314276,2.843283807368572,,
Er_Pb,Er,Pb,0,3.35,0.5174854055508168,2.832514594449183,,
Tm_Tl,Tm,Tl,0,3.35,0.5277855509056594,2.82221444909434,,
